birthDate,birth date,Person,xsd:date,http://dbpedia.org/ontology/birthDate,1740614,When is the birth date of <X>,When is the birth date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/birthDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/birthDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
birthName,birth name,Person,rdf:langString,http://dbpedia.org/ontology/birthName,79134,what is the birth name of <X>,what is the birth name of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/birthName> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/birthName> [] . ?a a <http://dbpedia.org/ontology/Place> }
birthPlace,birth place,Person,Place,http://dbpedia.org/ontology/birthPlace,1330297,Where is the birth place of <X>,Where is the birth place of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/birthPlace> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/birthPlace> [] . ?a a <http://dbpedia.org/ontology/Place> }
birthSign,birth sign,Person,owl:Thing,,,what is the birth sign of <X>,what is the birth sign of <X>
birthYear,birth year,Person,xsd:gYear,http://dbpedia.org/ontology/birthYear,160048,When is the birth year of <X>,When is the birth year of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/birthYear> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/birthYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
bloodGroup,blood group,Person,xsd:string,,,what is the blood group of <X>,what is the blood group of <X>
bloodType,blood type,Person,owl:Thing,,,what is the blood type of <X>,what is the blood type of <X>
board,board,Person,owl:Thing,http://dbpedia.org/ontology/board,1936,what is the board of <X>,what is the board of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/board> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/board> [] . ?a a <http://dbpedia.org/ontology/Place> }
bodyDiscovered,body discovered,Person,Place,http://dbpedia.org/ontology/bodyDiscovered,233,Where is the body discovered of <X>,Where is the body discovered of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/bodyDiscovered> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/bodyDiscovered> [] . ?a a <http://dbpedia.org/ontology/Place> }
britishWins,british wins,Person,skos:Concept,,,what is the british wins of <X>,what is the british wins of <X>
bustSize,bust size,Person,Length,http://dbpedia.org/ontology/bustSize,316,what is the bust size of <X>,what is the bust size of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/bustSize> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/bustSize> [] . ?a a <http://dbpedia.org/ontology/Place> }
bustWaistHipSize,bust-waist-hip Size,Person,xsd:string,,,what is the bust-waist-hip Size of <X>,what is the bust-waist-hip Size of <X>
careerStation,career station,Person,CareerStation,http://dbpedia.org/ontology/careerStation,977021,what is the career station of <X>,what is the career station of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/careerStation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/careerStation> [] . ?a a <http://dbpedia.org/ontology/Place> }
case,case,Person,xsd:string,,,what is the case of <X>,what is the case of <X>
catch,catch,Person,xsd:string,,,what is the catch of <X>,what is the catch of <X>
causeOfDeath,cause of death,Person,xsd:string,,,what is the cause of death of <X>,what is the cause of death of <X>
championships,championships,Agent,xsd:nonNegativeInteger,http://dbpedia.org/ontology/championships,777,what is the championships of <X>,what is the championships of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/championships> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/championships> [] . ?a a <http://dbpedia.org/ontology/Place> }
child,child,Person,Person,http://dbpedia.org/ontology/child,15760,who is the child of <X>,who is the child of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/child> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/child> [] . ?a a <http://dbpedia.org/ontology/Place> }
circumcised,circumcised,Person,xsd:string,,,what is the circumcised of <X>,what is the circumcised of <X>
citizenship,citizenship,Person,owl:Thing,http://dbpedia.org/ontology/citizenship,6435,what is the citizenship of <X>,what is the citizenship of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/citizenship> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/citizenship> [] . ?a a <http://dbpedia.org/ontology/Place> }
clothSize,cloth size,Person,xsd:string,,,what is the cloth size of <X>,what is the cloth size of <X>
clothingSize,clothing size,Person,xsd:string,,,what is the clothing size of <X>,what is the clothing size of <X>
coalition,coalition,Person,xsd:string,,,what is the coalition of <X>,what is the coalition of <X>
collaboration,collaboration,Person,Person,,,who is the collaboration of <X>,who is the collaboration of <X>
colleague,colleague,Person,Person,,,who is the colleague of <X>,who is the colleague of <X>
college,college,Person,EducationalInstitution,http://dbpedia.org/ontology/college,13759,what is the college of <X>,what is the college of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/college> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/college> [] . ?a a <http://dbpedia.org/ontology/Place> }
competitionTitle,competition title,Person,SportsEvent,,,what is the competition title of <X>,what is the competition title of <X>
complexion,complexion,Person,owl:Thing,,,what is the complexion of <X>,what is the complexion of <X>
contest,contest,Person,Contest,,,what is the contest of <X>,what is the contest of <X>
continentalTournament,continental tournament,Person,Tournament,,,what is the continental tournament of <X>,what is the continental tournament of <X>
continentalTournamentBronze,continental tournament bronze,Person,xsd:nonNegativeInteger,,,what is the continental tournament bronze of <X>,what is the continental tournament bronze of <X>
continentalTournamentGold,continental tournament gold,Person,xsd:nonNegativeInteger,,,what is the continental tournament gold of <X>,what is the continental tournament gold of <X>
continentalTournamentSilver,continental tournament silver,Person,xsd:nonNegativeInteger,,,what is the continental tournament silver of <X>,what is the continental tournament silver of <X>
convictionDate,conviction date,Person,xsd:date,,,When is the conviction date of <X>,When is the conviction date of <X>
copilote,copilote,Person,Person,,,who is the copilote of <X>,who is the copilote of <X>
cousurper,cousurper,Person,Person,,,who is the cousurper of <X>,who is the cousurper of <X>
created,created,Person,Work,,,what is the created of <X>,what is the created of <X>
currentTeamManager,current team manager,Person,SportsTeam,,,what is the current team manager of <X>,what is the current team manager of <X>
danseCompetition,danse competition,Person,xsd:string,,,what is the danse competition of <X>,what is the danse competition of <X>
danseScore,danse score,Person,xsd:string,,,what is the danse score of <X>,what is the danse score of <X>
dateOfBurial,date of burial,Person,xsd:date,http://dbpedia.org/ontology/dateOfBurial,11,When is the date of burial of <X>,When is the date of burial of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/dateOfBurial> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/dateOfBurial> [] . ?a a <http://dbpedia.org/ontology/Place> }
deadInFightDate,dead in fight date,Person,xsd:string,,,what is the dead in fight date of <X>,what is the dead in fight date of <X>
deadInFightPlace,dead in fight place,Person,xsd:string,,,what is the dead in fight place of <X>,what is the dead in fight place of <X>
deathAge,death age,Person,xsd:nonNegativeInteger,,,what is the death age of <X>,what is the death age of <X>
deathCause,death cause,Person,owl:Thing,http://dbpedia.org/ontology/deathCause,5424,what is the death cause of <X>,what is the death cause of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/deathCause> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/deathCause> [] . ?a a <http://dbpedia.org/ontology/Place> }
deathDate,death date,Person,xsd:date,http://dbpedia.org/ontology/deathDate,721196,When is the death date of <X>,When is the death date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/deathDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/deathDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
deathPlace,death place,Person,Place,http://dbpedia.org/ontology/deathPlace,406619,Where is the death place of <X>,Where is the death place of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/deathPlace> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/deathPlace> [] . ?a a <http://dbpedia.org/ontology/Place> }
deathYear,death year,Person,xsd:gYear,http://dbpedia.org/ontology/deathYear,74740,When is the death year of <X>,When is the death year of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/deathYear> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/deathYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
debutWork,debutWork,Person,Work,,,what is the debutWork of <X>,what is the debutWork of <X>
decoration,decoration,Person,owl:Thing,,,what is the decoration of <X>,what is the decoration of <X>
denomination,denomination,Agent,owl:Thing,http://dbpedia.org/ontology/denomination,926,what is the denomination of <X>,what is the denomination of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/denomination> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/denomination> [] . ?a a <http://dbpedia.org/ontology/Place> }
derivedWord,derived word,Person,xsd:string,,,what is the derived word of <X>,what is the derived word of <X>
detractor,detractor,Person,Person,,,who is the detractor of <X>,who is the detractor of <X>
diploma,diploma,Person,Diploma,,,what is the diploma of <X>,what is the diploma of <X>
discipline,discipline,Agent,owl:Thing,http://dbpedia.org/ontology/discipline,1664,what is the discipline of <X>,what is the discipline of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/discipline> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/discipline> [] . ?a a <http://dbpedia.org/ontology/Place> }
dubber,dubber,Person,Person,,,who is the dubber of <X>,who is the dubber of <X>
education,education,Person,owl:Thing,http://dbpedia.org/ontology/education,25656,what is the education of <X>,what is the education of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/education> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/education> [] . ?a a <http://dbpedia.org/ontology/Place> }
educationPlace,education place,Person,Place,,,Where is the education place of <X>,Where is the education place of <X>
electionDate,election date,Person,xsd:date,http://dbpedia.org/ontology/electionDate,115,When is the election date of <X>,When is the election date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/electionDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/electionDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
employer,employer,Person,Organisation,http://dbpedia.org/ontology/employer,7409,what is the employer of <X>,what is the employer of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/employer> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/employer> [] . ?a a <http://dbpedia.org/ontology/Place> }
endCareer,end career,Person,xsd:string,,,what is the end career of <X>,what is the end career of <X>
endReign,end reign,Person,skos:Concept,,,what is the end reign of <X>,what is the end reign of <X>
escalafon,escalafon,Person,xsd:string,,,what is the escalafon of <X>,what is the escalafon of <X>
ethnicity,ethnicity,Person,EthnicGroup,http://dbpedia.org/ontology/ethnicity,8322,what is the ethnicity of <X>,what is the ethnicity of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/ethnicity> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/ethnicity> [] . ?a a <http://dbpedia.org/ontology/Place> }
expedition,expedition,Person,xsd:string,,,what is the expedition of <X>,what is the expedition of <X>
externalOrnament,external ornament,Person,xsd:string,,,what is the external ornament of <X>,what is the external ornament of <X>
eyeColor,eye color,Person,xsd:string,http://dbpedia.org/ontology/eyeColor,3164,what is the eye color of <X>,what is the eye color of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/eyeColor> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/eyeColor> [] . ?a a <http://dbpedia.org/ontology/Place> }
eyeColour,eye colour,Person,xsd:string,,,what is the eye colour of <X>,what is the eye colour of <X>
father,father,Person,Person,,,who is the father of <X>,who is the father of <X>
feat,feat,Person,xsd:string,,,what is the feat of <X>,what is the feat of <X>
federation,federation,Person,Organisation,,,what is the federation of <X>,what is the federation of <X>
filmNumber,film number,Person,xsd:nonNegativeInteger,,,what is the film number of <X>,what is the film number of <X>
foot,foot,Person,xsd:string,,,what is the foot of <X>,what is the foot of <X>
freeDanseScore,free danse score,Person,xsd:string,,,what is the free danse score of <X>,what is the free danse score of <X>
freeProgCompetition,free prog competition,Person,xsd:string,,,what is the free prog competition of <X>,what is the free prog competition of <X>
freeProgScore,free prog score,Person,xsd:string,,,what is the free prog score of <X>,what is the free prog score of <X>
freeScoreCompetition,free score competition,Person,xsd:string,,,what is the free score competition of <X>,what is the free score competition of <X>
friend,friend,Person,Person,,,who is the friend of <X>,who is the friend of <X>
fullCompetition,full competition,Person,xsd:string,,,what is the full competition of <X>,what is the full competition of <X>
fullScore,full score,Person,xsd:string,,,what is the full score of <X>,what is the full score of <X>
generalCouncil,general council,Agent,TermOfOffice,,,what is the general council of <X>,what is the general council of <X>
grave,grave,Person,xsd:string,,,what is the grave of <X>,what is the grave of <X>
gymApparatus,gym apparatus,Person,owl:Thing,,,what is the gym apparatus of <X>,what is the gym apparatus of <X>
hairColor,hair color,Person,xsd:string,http://dbpedia.org/ontology/hairColor,3302,what is the hair color of <X>,what is the hair color of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/hairColor> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/hairColor> [] . ?a a <http://dbpedia.org/ontology/Place> }
hairColour,hair colour,Person,xsd:string,,,what is the hair colour of <X>,what is the hair colour of <X>
hand,hand,Person,owl:Thing,,,what is the hand of <X>,what is the hand of <X>
handedness,handedness,Person,owl:Thing,,,what is the handedness of <X>,what is the handedness of <X>
handisport,handisport,Person,xsd:string,,,what is the handisport of <X>,what is the handisport of <X>
hasNaturalBust,has natural bust,Person,xsd:string,,,what is the has natural bust of <X>,what is the has natural bust of <X>
hipSize,hip size,Person,Length,http://dbpedia.org/ontology/hipSize,384,what is the hip size of <X>,what is the hip size of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/hipSize> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/hipSize> [] . ?a a <http://dbpedia.org/ontology/Place> }
homage,homage,Person,xsd:string,,,what is the homage of <X>,what is the homage of <X>
hometown,home town,Agent,Settlement,http://dbpedia.org/ontology/hometown,93101,what is the home town of <X>,what is the home town of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/hometown> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/hometown> [] . ?a a <http://dbpedia.org/ontology/Place> }
idNumber,id number,Person,xsd:nonNegativeInteger,,,what is the id number of <X>,what is the id number of <X>
ideology,ideology,Agent,Ideology,http://dbpedia.org/ontology/ideology,15038,what is the ideology of <X>,what is the ideology of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/ideology> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/ideology> [] . ?a a <http://dbpedia.org/ontology/Place> }
iihfHof,lihf hof,Person,xsd:string,,,what is the lihf hof of <X>,what is the lihf hof of <X>
imposedDanseCompetition,imposed danse competition,Person,xsd:string,,,what is the imposed danse competition of <X>,what is the imposed danse competition of <X>
imposedDanseScore,imposed danse score,Person,xsd:string,,,what is the imposed danse score of <X>,what is the imposed danse score of <X>
individualisedPnd,individualised PND number,Person,xsd:nonNegativeInteger,,,what is the individualised PND number of <X>,what is the individualised PND number of <X>
juniorSeason,junior season,Agent,owl:Thing,,,what is the junior season of <X>,what is the junior season of <X>
juniorYearsEndYear,junior years end year,Person,xsd:gYear,,,When is the junior years end year of <X>,When is the junior years end year of <X>
juniorYearsStartYear,junior years start year,Person,xsd:gYear,,,When is the junior years start year of <X>,When is the junior years start year of <X>
jutsu,jutsu,Person,xsd:string,,,what is the jutsu of <X>,what is the jutsu of <X>
killedBy,killed by,Person,xsd:string,,,what is the killed by of <X>,what is the killed by of <X>
lahHof,lah hof,Person,xsd:string,,,what is the lah hof of <X>,what is the lah hof of <X>
leadership,leadership,Person,xsd:string,,,what is the leadership of <X>,what is the leadership of <X>
leagueManager,league manager,Person,SportsLeague,,,what is the league manager of <X>,what is the league manager of <X>
linguisticsTradition,linguistics tradition,Person,owl:Thing,,,what is the linguistics tradition of <X>,what is the linguistics tradition of <X>
littlePoolRecord,little pool record,Person,xsd:string,,,what is the little pool record of <X>,what is the little pool record of <X>
livingPlace,livingPlace,Person,Place,,,Where is the livingPlace of <X>,Where is the livingPlace of <X>
mainDomain,main domain,Person,owl:Thing,,,what is the main domain of <X>,what is the main domain of <X>
managerSeason,manager season,Agent,owl:Thing,,,what is the manager season of <X>,what is the manager season of <X>
mastersWins,masters wins,Person,skos:Concept,,,what is the masters wins of <X>,what is the masters wins of <X>
matchPoint,match point,Person,xsd:string,,,what is the match point of <X>,what is the match point of <X>
measurements,measurements,Person,xsd:string,,,what is the measurements of <X>,what is the measurements of <X>
media,media,Person,owl:Thing,,,what is the media of <X>,what is the media of <X>
member,member,Person,xsd:string,,,what is the member of <X>,what is the member of <X>
militaryService,military service,Person,MilitaryService,,,what is the military service of <X>,what is the military service of <X>
mood,mood,Person,xsd:string,,,what is the mood of <X>,what is the mood of <X>
mother,mother,Person,Person,,,who is the mother of <X>,who is the mother of <X>
mount,mount,Person,xsd:string,,,what is the mount of <X>,what is the mount of <X>
movie,movie,Person,Film,,,what is the movie of <X>,what is the movie of <X>
nationalSelection,national selection,Agent,owl:Thing,,,what is the national selection of <X>,what is the national selection of <X>
nationalTeamMatchPoint,national team match point,Person,xsd:string,,,what is the national team match point of <X>,what is the national team match point of <X>
nationalTeamYear,national team year,Person,xsd:string,,,what is the national team year of <X>,what is the national team year of <X>
nationalTournament,National tournament,Person,Tournament,,,what is the National tournament of <X>,what is the National tournament of <X>
nationalTournamentBronze,national tournament bronze,Person,xsd:nonNegativeInteger,,,what is the national tournament bronze of <X>,what is the national tournament bronze of <X>
nationalTournamentGold,national tournament gold,Person,xsd:nonNegativeInteger,,,what is the national tournament gold of <X>,what is the national tournament gold of <X>
nationalTournamentSilver,national tournament silver,Person,xsd:nonNegativeInteger,,,what is the national tournament silver of <X>,what is the national tournament silver of <X>
nationality,nationality,Person,Country,http://dbpedia.org/ontology/nationality,130523,what is the nationality of <X>,what is the nationality of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/nationality> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/nationality> [] . ?a a <http://dbpedia.org/ontology/Place> }
networth,networth,Person,Currency,http://dbpedia.org/ontology/networth,2090,what is the networth of <X>,what is the networth of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/networth> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/networth> [] . ?a a <http://dbpedia.org/ontology/Place> }
nndbId,NNDB id,Person,xsd:string,,,what is the NNDB id of <X>,what is the NNDB id of <X>
nonProfessionalCareer,non professional career,Person,xsd:string,,,what is the non professional career of <X>,what is the non professional career of <X>
notableIdea,notableIdea,Person,owl:Thing,http://dbpedia.org/ontology/notableIdea,1284,what is the notableIdea of <X>,what is the notableIdea of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/notableIdea> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/notableIdea> [] . ?a a <http://dbpedia.org/ontology/Place> }
noteOnRestingPlace,note on resting place,Person,xsd:string,,,what is the note on resting place of <X>,what is the note on resting place of <X>
numberOfRun,number of run,Person,xsd:nonNegativeInteger,,,what is the number of run of <X>,what is the number of run of <X>
olympicGames,olympic games,Person,Tournament,,,what is the olympic games of <X>,what is the olympic games of <X>
olympicGamesBronze,olympic games bronze,Person,xsd:nonNegativeInteger,,,what is the olympic games bronze of <X>,what is the olympic games bronze of <X>
olympicGamesGold,olympic games gold,Person,xsd:nonNegativeInteger,,,what is the olympic games gold of <X>,what is the olympic games gold of <X>
olympicGamesSilver,olympic games silver,Person,xsd:nonNegativeInteger,,,what is the olympic games silver of <X>,what is the olympic games silver of <X>
olympicGamesWins,olympic games wins,Person,xsd:string,,,what is the olympic games wins of <X>,what is the olympic games wins of <X>
opponent,opponent,Person,Person,http://dbpedia.org/ontology/opponent,263,who is the opponent of <X>,who is the opponent of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/opponent> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/opponent> [] . ?a a <http://dbpedia.org/ontology/Place> }
orientation,orientation,Person,xsd:string,,,what is the orientation of <X>,what is the orientation of <X>
originalDanseCompetition,original danse competititon,Person,xsd:string,,,what is the original danse competititon of <X>,what is the original danse competititon of <X>
originalDanseScore,original danse score,Person,xsd:string,,,what is the original danse score of <X>,what is the original danse score of <X>
otherActivity,other activity,Person,xsd:string,,,what is the other activity of <X>,what is the other activity of <X>
otherFunction,other function,Person,owl:Thing,,,what is the other function of <X>,what is the other function of <X>
otherMedia,other media,Person,PeriodicalLiterature,,,what is the other media of <X>,what is the other media of <X>
otherOccupation,other occupation,Person,PersonFunction,,,who is the other occupation of <X>,who is the other occupation of <X>
owns,owns,Agent,Thing,,,what is the owns of <X>,what is the owns of <X>
parent,parent,Person,Person,http://dbpedia.org/ontology/parent,29694,who is the parent of <X>,who is the parent of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/parent> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/parent> [] . ?a a <http://dbpedia.org/ontology/Place> }
parliamentaryGroup,parliamentary group,Person,xsd:string,,,what is the parliamentary group of <X>,what is the parliamentary group of <X>
particularSign,particular sign,Person,xsd:string,,,what is the particular sign of <X>,what is the particular sign of <X>
partner,partner,Person,Person,http://dbpedia.org/ontology/partner,1668,who is the partner of <X>,who is the partner of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/partner> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/partner> [] . ?a a <http://dbpedia.org/ontology/Place> }
patent,patent,Person,owl:Thing,,,what is the patent of <X>,what is the patent of <X>
penisLength,penis length,Person,xsd:string,,,what is the penis length of <X>,what is the penis length of <X>
personFunction,person function,Person,PersonFunction,http://dbpedia.org/ontology/personFunction,4473,who is the person function of <X>,who is the person function of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/personFunction> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/personFunction> [] . ?a a <http://dbpedia.org/ontology/Place> }
pgaWins,pga wins,Person,skos:Concept,,,what is the pga wins of <X>,what is the pga wins of <X>
philosophicalSchool,philosophicalSchool,Person,owl:Thing,http://dbpedia.org/ontology/philosophicalSchool,2092,what is the philosophicalSchool of <X>,what is the philosophicalSchool of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/philosophicalSchool> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/philosophicalSchool> [] . ?a a <http://dbpedia.org/ontology/Place> }
piercing,piercing,Person,xsd:string,,,what is the piercing of <X>,what is the piercing of <X>
placeOfBurial,place of burial,Person,Place,http://dbpedia.org/ontology/placeOfBurial,1402,Where is the place of burial of <X>,Where is the place of burial of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/placeOfBurial> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/placeOfBurial> [] . ?a a <http://dbpedia.org/ontology/Place> }
playerSeason,player season,Agent,owl:Thing,,,what is the player season of <X>,what is the player season of <X>
playerStatus,player status,Person,xsd:string,,,what is the player status of <X>,what is the player status of <X>
podium,podium,Person,xsd:nonNegativeInteger,,,what is the podium of <X>,what is the podium of <X>
polePosition,pole position,Person,xsd:nonNegativeInteger,,,what is the pole position of <X>,what is the pole position of <X>
politicalFunction,political function,Person,xsd:string,,,what is the political function of <X>,what is the political function of <X>
profession,profession,Person,owl:Thing,http://dbpedia.org/ontology/profession,15598,what is the profession of <X>,what is the profession of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/profession> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/profession> [] . ?a a <http://dbpedia.org/ontology/Place> }
project,project,Person,Project,,,what is the project of <X>,what is the project of <X>
pseudonym,pseudonym,Person,rdf:langString,http://dbpedia.org/ontology/pseudonym,3364,what is the pseudonym of <X>,what is the pseudonym of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/pseudonym> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/pseudonym> [] . ?a a <http://dbpedia.org/ontology/Place> }
publication,publication,Person,xsd:string,,,what is the publication of <X>,what is the publication of <X>
raceWins,race wins,Person,xsd:nonNegativeInteger,,,what is the race wins of <X>,what is the race wins of <X>
radio,radio,Person,RadioStation,,,what is the radio of <X>,what is the radio of <X>
regionalCouncil,regional council,Agent,TermOfOffice,,,what is the regional council of <X>,what is the regional council of <X>
reign,reign,Person,xsd:string,,,what is the reign of <X>,what is the reign of <X>
reignName,reign name,Person,xsd:string,,,what is the reign name of <X>,what is the reign name of <X>
relatedFunctions,related functions,Person,List,,,what is the related functions of <X>,what is the related functions of <X>
relation,relation,Person,Person,http://dbpedia.org/ontology/relation,9368,who is the relation of <X>,who is the relation of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/relation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/relation> [] . ?a a <http://dbpedia.org/ontology/Place> }
